trialJobId,default,-latency,-dram,search_k,recall,n_trees
CYaJW,-0.061162629813088315,-7.419748445351918,-2744.0419921875,5500,0.8656333333333333,100
vozPs,-0.06481498450597127,-8.280596613883972,-2753.4462890625,6000,0.8724333333333333,100
w4hnE,-0.06372656435012819,-8.335208773612976,-2762.1520182291665,6500,0.8780666666666668,100
UKMCe,-0.06442210726420088,-8.740002155303955,-2766.302734375,7000,0.8834249999999999,100
dFdyV,-0.0672249283218384,-9.487329244613647,-2760.73046875,7500,0.8861916666666665,100
gCI8F,-0.07046442930963305,-10.051383833090464,-2779.3987630208335,8000,0.8927499999999999,100
HVvf2,-0.07113470348358157,-10.64655613899231,-2769.9567057291665,8500,0.8972749999999999,100
qPGf6,-0.07117654711087547,-10.673135936260223,-2782.0452473958335,9000,0.9006750000000001,100
gojtY,-0.0728335079966651,-11.183734039465586,-2777.0530598958335,9500,0.9030333333333332,100
ZU4al,-0.07446974766413372,-11.482580542564392,-2785.4990234375,10000,0.9057249999999999,100
Txt2M,-0.2090506156253815,-27.527445157368977,-3186.9889322916665,-1,0.7556333333333334,150
nGQ4T,-0.30098859244240656,-7.783870796362559,-2941.6575520833335,50,0.34957499999999997,150
SOehU,-0.24378145303302345,-1.7787179549535115,-2975.4339192708335,100,0.4201916666666667,150
vOkaG,-0.21907345403353373,-2.16551810503006,-2956.7880859375,200,0.4884083333333334,150
u6jYs,-0.199969301592509,-2.1623952388763428,-2971.6647135416665,300,0.5361166666666667,150
sGNF7,-0.18847344978226557,-2.3925174673398337,-2955.0065104166665,400,0.5686916666666666,150
ujsM5,-0.18429701955265465,-3.3500529328982034,-2959.9495442708335,500,0.5950916666666667,150
qijuN,-0.17147738512674968,-2.983607769012451,-2977.6572265625,600,0.6210333333333333,150
vWEdu,-0.16174451779365542,-3.0381776690483093,-2986.251953125,700,0.6462749999999999,150
KJXKG,-0.15262778472264604,-2.8326677083969116,-2985.6168619791665,800,0.6656416666666668,150
c0vLp,-0.14745514274067348,-3.334271411101023,-2992.921875,900,0.6869333333333335,150
Ipo8w,-0.14478720945040385,-3.7525814175605774,-2994.4781901041665,1000,0.7005749999999998,150
RKNiB,-0.13136514660199483,-4.422771990299225,-3015.2770182291665,1500,0.7452999999999999,150
VXV57,-0.12025196383052404,-4.674794574578603,-3046.8046875,2000,0.7772833333333332,150
YctJw,-0.11575317746904161,-5.469476620356242,-3050.998046875,2500,0.801775,150
Jkp4G,-0.11496935998598735,-6.315403997898102,-3077.1741536458335,3000,0.8178333333333333,150
AY0mV,-0.11557358219570585,-7.161537329355876,-3066.0377604166665,3500,0.8304250000000001,150
rJl3j,-0.12148371180110508,-8.705556770165762,-3078.0149739583335,4000,0.8413833333333333,150
PJFdN,-0.12244176880306666,-9.483265320460001,-3102.9010416666665,4500,0.8519499999999999,150
ikgZx,-0.14842013620906405,-19.337194959322613,-3113.8958333333335,5000,0.8624416666666668,150
JTbto,-0.11028248686684505,-8.770873030026754,-3111.8577473958335,5500,0.8704749999999999,150
yv7k0,-0.10635447637028166,-8.445171455542246,-3131.6494140625,6000,0.8748666666666667,150
IOs3G,-0.10823588028377958,-9.116382042566935,-3117.6666666666665,6500,0.8813499999999999,150
cTGXw,-0.10790827639791702,-9.307241459687551,-3125.0670572916665,7000,0.88535,150
z1hUv,-0.11040431678560043,-9.945647517840067,-3121.9632161458335,7500,0.8897499999999999,150
vH8qJ,-0.11098584455172222,-10.244876682758331,-3124.384765625,8000,0.8932833333333333,150
dJTYN,-0.11290872257868449,-10.783308386802673,-3131.423828125,8500,0.8974500000000001,150
sUgf9,-0.11323995050748188,-11.134492576122284,-3147.0768229166665,9000,0.9024749999999999,150
IkJfC,-0.11634952157656349,-11.786928236484528,-3152.1995442708335,9500,0.9055749999999999,150
ixXGj,-0.116852368282742,-12.068355242411295,-3145.0908203125,10000,0.9090083333333334,150
K1XyD,-0.2114575935734643,-24.238247215747833,-3664.6126302083335,-1,0.7843750000000002,200
wmiaa,-0.27957155714246956,-3.341233571370443,-3429.1119791666665,50,0.35675833333333334,200
iCnZz,-0.2399193921195136,-1.7404088179270427,-3459.7945963541665,100,0.4292083333333334,200
BuQeZ,-0.21358720883051552,-1.9750813245773315,-3490.8509114583335,200,0.49895000000000006,200
bsuLj,-0.19773329498608913,-2.4189942479133606,-3490.0716145833335,300,0.5459833333333334,200
DNp4i,-0.18657514796786842,-2.6537721951802573,-3486.2493489583335,400,0.5777916666666667,200
iqwp0,-0.1793069524976942,-3.1135428746541343,-3471.7669270833335,500,0.6036250000000001,200
E0khh,-0.17010080405553182,-3.308120608329773,-3494.2395833333335,600,0.6298833333333335,200
ND89b,-0.16942279551506045,-4.666419327259064,-3493.3948567708335,700,0.6542166666666666,200
rQdJF,-0.15643398479567636,-3.9130977193514505,-3522.2535807291665,800,0.6741333333333333,200
Yi6TP,-0.1482883043882582,-3.842245658238729,-3546.4583333333335,900,0.6933166666666666,200
rWdIp,-0.14415104238510132,-4.084656357765198,-3526.921875,1000,0.7077000000000001,200
etBXV,-0.14363281466801964,-6.653922200202942,-3564.1617838541665,1500,0.7518166666666666,200
YtmAI,-0.136039452990426,-7.332917948563893,-3581.6468098958335,2000,0.7821166666666666,200
D8JVg,-0.12821780290391713,-7.552170435587565,-3616.2708333333335,2500,0.8053249999999998,200
JSYVu,-0.12750702364073863,-8.369553546110788,-3620.3460286458335,3000,0.8207249999999999,200
wdlkI,-0.13163882537735835,-9.86032380660375,-3640.1396484375,3500,0.8352416666666665,200
KSmMH,-0.1311377598508199,-10.407163977622986,-3649.5520833333335,4000,0.8456083333333333,200
q7zop,-0.13216709926287332,-11.133564889431,-3682.3369140625,4500,0.8551416666666666,200
p3lWn,-0.12680745086775888,-10.947617630163828,-3679.5791015625,5000,0.8654416666666668,200
Xx5rl,-0.12599302115334404,-11.184953173001608,-3683.8167317708335,5500,0.8714333333333332,200
Ylszf,-0.12798787375873993,-11.870181063810984,-3688.2913411458335,6000,0.8778666666666667,200
PM4vn,-0.1301632012155321,-12.546980182329813,-3691.0393880208335,6500,0.8837083333333333,200
ESjRc,-0.13245923878351848,-13.178885817527771,-3720.7294921875,7000,0.8885000000000002,200
YATkb,-0.13442281084166632,-13.847421626249949,-3715.607421875,7500,0.8947333333333333,200
HPjfy,-0.13292412396536935,-13.798618594805399,-3717.130859375,8000,0.8976666666666665,200
syx1I,-0.11628122717009652,-11.562184075514475,-3716.6780598958335,8500,0.902,200
UKDZD,-0.11800822643703886,-12.011233965555826,-3723.7073567708335,9000,0.9051666666666666,200
ohkrj,-0.11944708884980947,-12.413063327471415,-3741.5006510416665,9500,0.9082666666666669,200
lXHNB,-0.11960895525084603,-12.691343287626902,-3750.9622395833335,10000,0.9125,200
fpCb3,-0.22619930500454377,-39.529823084672294,-4170.883463541667,-1,0.8039583333333334,250
Wm80c,-0.29791168678071767,-14.228164593378702,-3737.51953125,50,0.366625,250
I7ruj,-0.2420850721073151,-2.6147608160972595,-3789.5826822916665,100,0.4383666666666666,250
srL8m,-0.21295833410474993,-2.468250115712484,-3795.6614583333335,200,0.5087416666666665,250
Xu0be,-0.1954549356534746,-2.6312403480211892,-3791.2604166666665,300,0.5552166666666668,250
OzQKc,-0.18377932035658098,-2.769398053487142,-3813.1236979166665,400,0.5867083333333334,250
qsMNw,-0.17580048172844778,-3.0765722592671714,-3792.8499348958335,500,0.611775,250
l3SHB,-0.1701338522423638,-3.6410778363545737,-3800.79296875,600,0.6353500000000001,250
TOVtu,-0.16468227101114066,-4.155340651671092,-3822.9951171875,700,0.65755,250
BKYZZ,-0.16103994096332128,-4.818991144498189,-3858.3089192708335,800,0.6777166666666666,250
ZrNgK,-0.148922057440016,-4.1513086160024,-3850.5309244791665,900,0.6968833333333332,250
BfjnG,-0.14148896830134924,-3.8178452452023826,-3875.3697916666665,1000,0.7099083333333333,250
gIZMu,-0.1313152889294095,-4.915793339411418,-3902.6318359375,1500,0.7536416666666667,250
dGWux,-0.12230286935700314,-5.335430403550466,-3914.2698567708335,2000,0.7831666666666667,250
Dkr7x,-0.11739765097194248,-5.915647645791371,-3952.4576822916665,2500,0.8050999999999999,250
BuVC4,-0.1151327526855469,-6.477912902832031,-3989.2184244791665,3000,0.8201333333333333,250
LB5P6,-0.11408401092423333,-7.132601638634999,-3998.8134765625,3500,0.8336666666666664,250
maggi,-0.1144399710888333,-7.913995663324992,-4004.8375651041665,4000,0.8458,250
yzJzq,-0.11048191322114731,-8.018286983172098,-4014.3151041666665,4500,0.8574333333333334,250
iwSah,-0.11118629793379038,-8.579944690068563,-4034.7171223958335,5000,0.8650333333333333,250
f7BgB,-0.11176055026690167,-9.038082540035248,-4073.9401041666665,5500,0.8712333333333334,250
VHZ8X,-0.1127000560951233,-9.527008414268494,-4057.7708333333335,6000,0.8770333333333332,250
Ec5WW,-0.11381504929012726,-10.020257393519083,-4076.4059244791665,6500,0.8824666666666666,250
E8peY,-0.11712684558762443,-10.829026838143667,-4106.199869791667,7000,0.8876666666666666,250
kQSu1,-0.14071444228172306,-17.082007606824238,-4084.4069010416665,7500,0.8922166666666667,250
BTTzZ,-0.12316569507598879,-12.217854261398315,-4108.523763020833,8000,0.8957166666666665,250
bxDII,-0.12442238633155826,-12.600357949733734,-4130.140299479167,8500,0.8989500000000001,250
ufs13,-0.12280689067416722,-12.600033601125082,-4129.675455729167,9000,0.9029833333333332,250
RVoIm,-0.12618822913805647,-13.282234370708466,-4119.7255859375,9500,0.9058999999999999,250
K2uXE,-0.1295143305630154,-13.99114958445231,-4136.567057291667,10000,0.9094000000000001,250
dsk3p,-0.21899178412543405,-29.203487277030945,-4650.278971354167,-1,0.8193666666666667,300
LZi7A,-0.2864393562274509,-7.314237137635549,-4043.5908203125,50,0.3749833333333334,300
Qycgj,-0.25207839759296846,-5.250634650389354,-4112.609375,100,0.44589999999999996,300
t6R3S,-0.21332238093270198,-2.970357139905294,-4154.618489583333,200,0.5162,300
kvyIg,-0.1954743630260892,-2.9601544539133706,-4148.090494791667,300,0.56065,300
fV2tW,-0.18376441267119512,-3.1016619006792703,-4140.5302734375,400,0.5922833333333335,300
uXIPS,-0.17574565808296203,-3.4613487124443054,-4151.933919270833,500,0.6183250000000001,300
sdc1J,-0.16862314486821495,-3.9804717302322388,-4167.062174479167,600,0.6447833333333333,300
EIvyw,-0.16119025064044532,-4.0860375960667925,-4189.947916666667,700,0.665125,300
XIRRB,-0.15568297469880849,-4.449946204821269,-4200.579752604167,800,0.6849583333333333,300
rtpoF,-0.14965435808817548,-4.632653713226318,-4209.265950520833,900,0.7030750000000001,300
cgnRk,-0.1441364866850111,-4.554473002751668,-4229.4951171875,1000,0.7155666666666667,300
aQlEH,-0.14296595565478007,-6.8948933482170105,-4251.5673828125,1500,0.7575000000000002,300
MWO3J,-0.13275578394889834,-7.126867592334747,-4291.015625,2000,0.7868916666666665,300
u2Thz,-0.12704440707736542,-7.598161061604817,-4325.880533854167,2500,0.8090250000000001,300
CJOTJ,-0.12216353489028087,-7.752030233542125,-4354.152669270833,3000,0.8237916666666666,300
tYL2U,-0.1533104311413235,-15.213266909122467,-4392.495442708333,3500,0.8374166666666668,300
QQAFW,-0.15112008564949034,-15.065514961878458,-4421.130208333333,4000,0.8485083333333333,300
a7Bs7,-0.14266085257636177,-12.843127886454264,-4444.018229166667,4500,0.8573999999999998,300
toQkr,-0.14626702880011663,-15.249723672866821,-4446.994466145833,5000,0.8653,300
GJIge,-0.15326860453605654,-26.344993948936462,-4437.361653645833,5500,0.8728666666666668,300
QsP8P,-0.1633909915934669,-45.039777874946594,-4417.386067708333,6000,0.8782333333333332,300
EsO0P,-0.15275702069812352,-39.99522622426351,-4449.227864583333,6500,0.8833000000000002,300
E4uMR,-0.1385602048216926,-18.831679622332256,-4479.558919270833,7000,0.8890333333333333,300
ixRB0,-0.1265538799402449,-12.647081991036734,-4492.731770833333,7500,0.8944000000000001,300
wgDYr,-0.12395386365572614,-12.525079548358917,-4464.369140625,8000,0.8988666666666667,300
Vm8LW,-0.12349399614546037,-12.619599421819052,-4487.005859375,8500,0.9015916666666666,300
kcLnv,-0.1571892929501004,-24.154041131337483,-4495.277018229167,9000,0.9047499999999999,300
skEVL,-0.15666024079216848,-18.139138917128246,-4528.34765625,9500,0.9076833333333334,300
vqF4g,-0.13185043182479014,-14.446564773718515,-4507.849609375,10000,0.9111499999999998,300
